seqnames,start,end,width,LoopAnchors,Enhancers,Promoters
chr2,208359556,208360137,582,NA,NA,blue
chr2,217398760,217399302,543,NA,NA,NA
chr2,217714216,217714712,497,NA,NA,NA
chr2,217816213,217816997,785,NA,NA,NA
chr2,217902674,217903178,505,NA,NA,NA
chr2,217912163,217912745,583,NA,NA,NA
chr2,218033653,218034647,995,NA,NA,blue
chr2,218095790,218096129,340,NA,NA,NA
chr2,218285822,218286932,1111,green,NA,NA
chr2,218287280,218287634,355,green,NA,NA
chr2,218368584,218369586,1003,NA,NA,blue
chr2,221104286,221104745,460,NA,NA,NA
chr2,230706862,230707468,607,NA,NA,NA
chr2,231280707,231281234,528,NA,NA,NA
chr2,231643052,231643538,487,green,purple,NA
chr2,231672498,231673099,602,green,purple,NA
chr2,231900464,231900925,462,green,NA,NA
chr2,232432505,232432980,476,NA,NA,NA
chr2,232876915,232877254,340,NA,NA,NA
chr2,233051685,233052214,530,green,NA,NA
chr2,233062329,233065043,2715,green,NA,NA
chr2,233079165,233079859,695,green,purple,NA
chr2,233092044,233092781,738,NA,purple,NA
chr2,233353607,233354033,427,NA,NA,blue
chr2,233385326,233386751,1426,NA,purple,NA
chr2,233418363,233419502,1140,NA,purple,NA
chr2,234980605,234981323,719,NA,NA,NA
chr2,237690790,237691359,570,green,purple,NA
chr2,237696243,237697050,808,green,purple,NA
chr2,237700311,237700886,576,NA,purple,NA
chr2,237702888,237704183,1296,NA,purple,NA
chr2,237871383,237871647,265,NA,NA,NA
chr2,237873417,237873850,434,NA,NA,NA
chr2,237922833,237923799,967,green,NA,NA
chr2,239113400,239114424,1025,green,NA,NA
chr2,239225303,239225858,556,green,purple,NA
chr2,239230411,239230780,370,NA,purple,NA
chr2,239231250,239231856,607,NA,purple,NA
chr2,239264361,239265016,656,NA,purple,NA
chr2,239380626,239381437,812,green,NA,NA
chr2,239751318,239751670,353,NA,NA,NA
chr2,239756778,239757341,564,NA,NA,NA
chr2,239945240,239945643,404,NA,NA,NA
chr2,240622456,240622910,455,NA,purple,NA
chr2,240915863,240916167,305,NA,NA,NA
chr2,240992683,240993308,626,NA,NA,NA
chr2,240995095,240996544,1450,NA,NA,NA
chr2,241571169,241571553,385,NA,NA,NA
chr2,241817222,241817575,354,NA,NA,NA
chr2,241866167,241867337,1171,NA,NA,NA
chr2,241882157,241882696,540,NA,purple,NA
chr2,241901722,241902668,947,NA,NA,blue
chr2,242119859,242120339,481,NA,NA,blue
chr3,3666318,3666953,636,NA,NA,NA
chr3,4534337,4535139,803,NA,purple,NA
chr3,4814226,4814883,658,green,purple,NA
chr3,4825435,4826178,744,green,NA,NA
chr3,4867936,4868144,209,green,purple,NA
chr3,5009677,5010164,488,NA,NA,NA
chr3,5019501,5019898,398,NA,NA,NA
chr3,9135942,9136774,833,NA,NA,NA
chr3,9703685,9704166,482,NA,NA,blue
chr3,10284447,10284896,450,NA,NA,blue
chr3,10338704,10339342,639,NA,NA,NA
chr3,11581909,11583059,1151,NA,NA,NA
chr3,11655245,11656004,760,NA,NA,NA
chr3,12158458,12159335,878,green,NA,blue
chr3,12625754,12626315,562,NA,purple,NA
chr3,12817388,12818002,615,NA,NA,NA
chr3,12924358,12924857,500,NA,NA,NA
chr3,13040954,13041387,434,NA,NA,NA
chr3,13066188,13066611,424,green,NA,NA
chr3,13195532,13196492,961,NA,NA,NA
chr3,13346615,13346943,329,NA,purple,NA
chr3,13420609,13421287,679,NA,NA,blue
chr3,14433936,14434814,879,NA,purple,NA
chr3,14441132,14441644,513,NA,purple,NA
chr3,14880601,14881149,549,NA,NA,NA
chr3,15512219,15512572,354,NA,NA,NA
chr3,16337881,16339058,1178,green,NA,blue
chr3,16515981,16517026,1046,NA,purple,blue
chr3,16774492,16775078,587,NA,NA,NA
chr3,16849207,16849543,337,NA,purple,NA
chr3,16883889,16884142,254,NA,purple,NA
chr3,23202404,23202734,331,NA,NA,blue
chr3,23762850,23763478,629,NA,NA,NA
chr3,23809732,23810370,639,NA,purple,NA
chr3,23811073,23811634,562,NA,purple,NA
chr3,32459941,32460950,1010,NA,purple,NA
chr3,32815645,32816576,932,NA,NA,blue
chr3,34018726,34021478,2753,NA,NA,NA
chr3,37456141,37457733,1593,green,NA,NA
chr3,37531198,37531701,504,NA,NA,NA
chr3,37906834,37908139,1306,NA,NA,NA
chr3,37998317,37999505,1189,NA,purple,NA
chr3,39151461,39152513,1053,green,NA,blue
chr3,42072898,42073531,634,NA,purple,NA
chr3,43406083,43406761,679,NA,NA,NA
chr3,43690041,43690509,469,NA,NA,blue
chr3,45607442,45607962,521,NA,NA,NA
chr3,45991426,45992010,585,green,NA,NA
chr3,46407088,46407903,816,NA,NA,blue
chr3,46692819,46693288,470,green,NA,blue
chr3,46693722,46694226,505,green,NA,blue
chr3,46874547,46874879,333,NA,NA,NA
chr3,46930258,46931544,1287,green,purple,NA
chr3,46987197,46987742,546,NA,purple,NA
chr3,48241719,48242173,455,green,NA,NA
chr3,48739781,48740427,647,green,NA,blue
chr3,49132335,49134252,1918,NA,NA,blue
chr3,49276545,49277832,1288,green,NA,blue
chr3,49804664,49804847,184,green,NA,NA
chr3,49903683,49904328,646,NA,NA,blue
chr3,50081713,50082248,536,NA,purple,NA
chr3,50221203,50221968,766,green,NA,NA
chr3,50321981,50322445,465,NA,NA,NA
chr3,50336774,50337226,453,NA,NA,blue
chr3,50450228,50450937,710,NA,NA,NA
chr3,52005453,52005903,451,green,NA,NA
chr3,52070757,52071175,419,NA,NA,NA
chr3,52108358,52108817,460,NA,purple,NA
chr3,52218600,52218910,311,green,purple,blue
chr3,52490558,52490960,403,NA,purple,NA
chr3,52494665,52496091,1427,NA,NA,blue
chr3,53156172,53156941,770,NA,NA,blue
chr3,57007308,57007950,643,NA,NA,NA
chr3,57062216,57063213,998,NA,NA,NA
chr3,57130626,57131250,625,NA,NA,NA
chr3,57958809,57959798,990,NA,purple,NA
chr3,58173335,58174051,717,NA,NA,NA
chr3,58200975,58201302,328,NA,NA,NA
chr3,61249862,61250482,621,NA,NA,NA
chr3,62318877,62319098,222,NA,NA,blue
chr3,69012676,69012977,302,NA,NA,blue
chr3,71062542,71063539,998,NA,purple,NA
chr3,71226543,71227274,732,NA,purple,NA
chr3,71389172,71389576,405,NA,purple,NA
chr3,71390648,71392097,1450,NA,purple,NA
chr3,71454978,71455960,983,green,purple,NA
chr3,71785648,71786302,655,NA,NA,blue
chr3,71858586,71859166,581,green,NA,NA
chr3,72152800,72153320,521,NA,NA,NA
chr3,72329289,72329900,612,NA,NA,NA
chr3,72336825,72337406,582,NA,NA,NA
chr3,72654943,72655598,656,NA,NA,NA
chr3,98657377,98657909,533,NA,NA,blue
chr3,100259969,100260472,504,NA,NA,blue
chr3,101827239,101827811,573,green,NA,blue
chr3,105811428,105811992,565,NA,NA,NA
chr3,108091447,108091869,423,NA,NA,blue
chr3,109071526,109073900,2375,NA,NA,NA
chr3,112293802,112294315,514,green,NA,blue
chr3,112303357,112304571,1215,green,NA,NA
chr3,112419099,112419930,832,NA,NA,NA
chr3,113276021,113276765,745,NA,purple,NA
chr3,119239549,119240214,666,NA,NA,NA
chr3,119579214,119579460,247,NA,NA,blue
chr3,119580055,119580533,479,NA,NA,blue
chr3,122021875,122022627,753,NA,NA,blue
chr3,123081129,123082199,1071,NA,NA,NA
chr3,123522887,123523697,811,NA,purple,NA
chr3,125148879,125149255,377,NA,NA,NA
chr3,126466087,126466317,231,NA,NA,NA
chr3,127546950,127547435,486,NA,NA,NA
chr3,127592057,127592426,370,NA,purple,NA
chr3,127750135,127750625,491,NA,NA,NA
chr3,127761339,127761967,629,NA,purple,NA
chr3,127763676,127764018,343,NA,NA,NA
chr3,127775815,127776307,493,green,purple,NA
chr3,128476095,128476876,782,green,NA,NA
chr3,128549208,128549665,458,NA,NA,NA
chr3,128555775,128556128,354,NA,NA,NA
chr3,128559568,128559960,393,NA,NA,NA
chr3,128588043,128588492,450,NA,NA,NA
chr3,128784240,128784984,745,NA,NA,blue
chr3,128845151,128845785,635,NA,NA,blue
chr3,128864379,128865097,719,NA,NA,NA
chr3,128993695,128994549,855,green,NA,NA
chr3,129003234,129004192,959,green,NA,blue
chr3,129015347,129015777,431,NA,purple,NA
chr3,129059385,129060022,638,green,NA,blue
chr3,129060434,129061321,888,NA,NA,blue
chr3,129305487,129306081,595,NA,purple,NA
chr3,129313840,129314575,736,NA,NA,blue
chr3,129427888,129429003,1116,NA,NA,blue
chr3,129553755,129554450,696,NA,purple,NA
chr3,129594136,129594671,536,NA,purple,NA
chr3,129597254,129598085,832,NA,NA,NA
chr3,129608105,129608674,570,green,NA,blue
chr3,129618958,129619228,271,green,NA,NA
chr3,129892577,129892911,335,NA,NA,blue
chr3,129974074,129974313,240,NA,NA,blue
chr3,130094288,130095152,865,NA,NA,blue
chr3,136251116,136251532,417,NA,NA,NA
chr3,141368072,141368555,484,green,NA,blue
chr3,141485847,141486548,702,green,NA,blue
chr3,141848950,141849661,712,NA,purple,NA
chr3,141941090,141941508,419,green,NA,NA
chr3,146469136,146469533,398,NA,NA,NA
chr3,150384540,150385438,899,NA,purple,NA
chr3,155093010,155093834,825,NA,NA,NA
chr3,155745435,155746272,838,NA,NA,blue
chr3,156826683,156827099,417,NA,NA,NA
chr3,157089508,157090111,604,NA,NA,blue
chr3,159762588,159763031,444,NA,NA,NA
chr3,159851715,159854000,2286,NA,purple,NA
chr3,159860120,159861961,1842,NA,purple,NA
chr3,171457918,171458724,807,NA,NA,blue
chr3,177194586,177195264,679,green,purple,NA
chr3,177357513,177359678,2166,NA,purple,NA
chr3,183264860,183265527,668,green,purple,NA
chr3,183427419,183427661,243,NA,NA,NA
chr3,183825909,183826261,353,green,NA,blue
chr3,184319325,184320023,699,NA,NA,NA
chr3,184466263,184467235,973,NA,NA,NA
chr3,184678956,184679501,546,NA,NA,NA
chr3,185561297,185562273,977,NA,purple,NA
chr3,185646919,185647284,366,NA,NA,NA
chr3,186241807,186242482,676,green,purple,NA
chr3,186259466,186259998,533,green,NA,NA
chr3,186825349,186825795,447,NA,NA,blue
chr3,186825985,186826456,472,NA,NA,blue
chr3,187746056,187746860,805,green,NA,blue
chr3,188152990,188153472,483,NA,NA,blue
chr3,193842148,193843369,1222,green,NA,NA
chr3,194224284,194224801,518,NA,NA,NA
chr3,194265402,194266004,603,NA,NA,NA
chr3,194269402,194270200,799,NA,NA,NA
chr3,194686771,194688700,1930,green,purple,NA
chr3,194689061,194689789,729,green,NA,NA
chr3,195117657,195118520,864,NA,NA,NA
chr3,195154146,195154882,737,NA,purple,NA
chr3,195171969,195172544,576,NA,NA,NA
chr3,195179335,195180863,1529,NA,NA,NA
chr3,195204451,195205320,870,NA,NA,NA
chr3,195258836,195259445,610,green,purple,NA
chr3,195851337,195852241,905,green,NA,NA
chr3,195854047,195854366,320,green,NA,NA
chr3,195892472,195893651,1180,NA,NA,NA
chr3,195896510,195897835,1326,NA,purple,NA
chr3,196179912,196180449,538,NA,purple,NA
chr3,196186809,196187482,674,NA,purple,NA
chr3,196619405,196620359,955,green,purple,NA
chr3,196641276,196642898,1623,green,NA,NA
chr3,197001992,197002670,679,green,NA,NA
chr3,197022641,197024328,1688,NA,NA,NA
chr3,197517030,197517666,637,NA,purple,NA
chr4,107087,108191,1105,green,NA,blue
chr4,120789,121421,633,green,purple,NA
chr4,683965,684342,378,NA,NA,NA
chr4,1001475,1003752,2278,NA,NA,NA
chr4,1216786,1217309,524,NA,purple,NA
chr4,1246251,1246661,411,green,NA,NA
chr4,1309128,1310098,971,NA,NA,NA
chr4,2042746,2043018,273,NA,NA,blue
chr4,2393516,2393789,274,NA,NA,NA
chr4,2570787,2571368,582,NA,purple,NA
chr4,2689585,2690479,895,NA,NA,NA
chr4,2792799,2793648,850,green,NA,blue
chr4,2797704,2798270,567,green,purple,NA
chr4,2805682,2806552,871,NA,purple,NA
chr4,2817666,2819035,1370,green,NA,NA
chr4,2931780,2932294,515,NA,NA,NA
chr4,3385280,3385656,377,green,purple,NA
chr4,4574927,4575985,1059,NA,NA,NA
chr4,5052262,5052813,552,NA,NA,NA
chr4,6245278,6245955,678,green,NA,NA
chr4,6917533,6918105,573,green,purple,NA
chr4,6987589,6987956,368,green,purple,NA
chr4,7041812,7042038,227,NA,NA,blue
chr4,7781197,7781714,518,NA,NA,NA
chr4,8189017,8189626,610,green,NA,NA
chr4,8201873,8203580,1708,green,NA,NA
chr4,8205550,8206149,600,green,NA,NA
chr4,8227085,8227900,816,green,NA,NA
chr4,8274905,8275397,493,green,NA,NA
chr4,8315500,8315908,409,NA,NA,NA
chr4,9604023,9604499,477,NA,purple,NA
chr4,10096461,10096806,346,NA,NA,NA
chr4,11429347,11430024,678,NA,NA,blue
chr4,15233071,15233795,725,green,NA,NA
chr4,16037277,16037843,567,green,purple,NA
chr4,16056597,16057683,1087,green,purple,NA
chr4,25814407,25814745,339,NA,NA,NA
chr4,26458925,26459627,703,green,NA,NA
chr4,38055543,38056384,842,green,purple,NA
chr4,40192800,40193698,899,green,NA,NA
chr4,47837923,47838306,384,NA,NA,blue
chr4,53591282,53591631,350,NA,NA,blue
chr4,53592554,53593635,1082,NA,NA,blue
chr4,54277118,54277525,408,NA,NA,NA
chr4,54656941,54657589,649,NA,NA,blue
chr4,54940477,54941822,1346,NA,NA,blue
chr4,54942409,54942879,471,NA,NA,blue
chr4,56505157,56506749,1593,NA,NA,blue
chr4,70703725,70704317,593,NA,NA,blue
chr4,72569830,72570206,377,NA,NA,blue
chr4,73836909,73837241,333,NA,NA,NA
chr4,73868679,73869209,531,NA,NA,blue
chr4,73981863,73982299,437,NA,NA,blue
chr4,76199534,76200049,516,NA,purple,NA
chr4,80183388,80183715,328,NA,NA,blue
chr4,83108100,83109822,1723,green,purple,NA
chr4,86903919,86904720,802,green,NA,NA
chr4,86910366,86910943,578,green,purple,NA
chr4,87044808,87045583,776,NA,purple,NA
chr4,87053279,87054565,1287,NA,purple,NA
chr4,89889074,89890066,993,NA,purple,NA
chr4,98571244,98571756,513,NA,NA,NA
chr4,99946927,99947440,514,NA,NA,blue
chr4,101791240,101792365,1126,NA,purple,NA
chr4,102612809,102613384,576,green,purple,NA
chr4,107823888,107824460,573,NA,NA,blue
chr4,107930715,107931034,320,NA,NA,blue
chr4,108035584,108036405,822,green,NA,NA
chr4,123505007,123505494,488,NA,NA,blue
chr4,133150508,133150617,110,NA,NA,blue
chr4,139735326,139736211,886,green,purple,NA
chr4,139740395,139741383,989,green,purple,NA
chr4,139762527,139763540,1014,NA,purple,NA
chr4,139808737,139809899,1163,NA,NA,NA
chr4,140243338,140244311,974,NA,purple,NA
chr4,145920104,145920609,506,NA,NA,NA
chr4,147731283,147731535,253,NA,NA,blue
chr4,152115917,152116264,348,NA,purple,NA
chr4,153082143,153082612,470,NA,NA,NA
chr4,153256991,153257736,746,NA,NA,NA
chr4,153488697,153489329,633,NA,purple,NA
chr4,165206518,165207026,509,green,NA,blue
chr4,168710999,168711831,833,NA,NA,NA
chr4,168878223,168878576,354,NA,NA,NA
chr4,169292710,169293278,569,NA,purple,NA
chr4,173281716,173282459,744,green,purple,NA
chr4,182825143,182826967,1825,NA,NA,NA
chr4,182874303,182874771,469,NA,NA,NA
chr4,183405343,183405762,420,NA,NA,NA
chr4,184385891,184386537,647,green,NA,NA
chr4,184409796,184410458,663,green,purple,NA
chr4,184438338,184438819,482,NA,purple,NA
chr4,184444943,184445241,299,NA,NA,NA
chr4,184447639,184448212,574,NA,purple,NA
chr4,184460429,184461074,646,NA,purple,NA
chr4,184782813,184783346,534,NA,purple,NA
chr4,184824631,184825178,548,NA,NA,NA
chr4,184866329,184867450,1122,NA,NA,NA
chr5,485740,486252,513,NA,NA,NA
chr5,1101988,1102921,934,NA,NA,NA
chr5,1103572,1104506,935,NA,NA,NA
chr5,1106885,1107101,217,NA,NA,NA
chr5,1110672,1111119,448,NA,NA,NA
chr5,1315700,1316710,1011,NA,NA,NA
chr5,1481685,1482079,395,NA,purple,NA
chr5,1494862,1495378,517,NA,purple,NA
chr5,1593645,1594067,423,NA,NA,blue
chr5,5495063,5495263,201,NA,NA,NA
chr5,6359552,6360128,577,NA,NA,NA
chr5,6506253,6506894,642,NA,NA,NA
chr5,7851157,7851401,245,NA,NA,blue
chr5,10332863,10333382,520,NA,NA,NA
chr5,10533110,10533720,611,NA,NA,NA
chr5,10562956,10563445,490,green,NA,blue
chr5,10681372,10682813,1442,NA,NA,NA
chr5,10694988,10695650,663,NA,NA,NA
chr5,10704759,10705425,667,NA,NA,NA
chr5,10761895,10762993,1099,NA,NA,blue
chr5,14258868,14259164,297,NA,NA,NA
chr5,14488812,14489109,298,green,NA,NA
chr5,16617615,16617891,277,NA,NA,blue
chr5,31618012,31618660,649,green,NA,NA
chr5,33850040,33850342,303,NA,NA,NA
chr5,36692134,36692820,687,NA,NA,NA
chr5,40436474,40437199,726,NA,purple,NA
chr5,41926057,41926521,465,NA,NA,NA
chr5,42949780,42950200,421,green,purple,NA
chr5,43007053,43007336,284,green,NA,NA
chr5,55600764,55601545,782,NA,purple,NA
chr5,56481814,56482238,425,green,NA,blue
chr5,56588535,56589253,719,green,purple,NA
chr5,57199592,57200192,601,NA,purple,NA
chr5,58922313,58922979,667,NA,NA,NA
chr5,61263508,61264273,766,NA,NA,NA
chr5,65035132,65035526,395,NA,purple,NA
chr5,66828265,66829009,745,NA,NA,NA
chr5,67010935,67011563,629,NA,NA,NA
chr5,67015017,67016141,1125,NA,NA,NA
chr5,67042351,67043131,781,NA,NA,NA
chr5,67165875,67166847,973,green,purple,NA
chr5,68434033,68434364,332,NA,NA,blue
chr5,72557277,72557848,572,NA,NA,NA
chr5,76954252,76955906,1655,NA,NA,NA
chr5,77076900,77078167,1268,NA,NA,NA
chr5,77851300,77852191,892,NA,NA,NA
chr5,78649268,78649588,321,NA,NA,NA
chr5,78771232,78772161,930,NA,NA,blue
chr5,80191938,80192708,771,green,purple,NA
chr5,80257448,80257930,483,NA,NA,blue
chr5,88784986,88786027,1042,NA,purple,NA
chr5,88823745,88825085,1341,NA,purple,NA
chr5,96742194,96742974,781,green,NA,blue
chr5,120092958,120093604,647,NA,NA,NA
chr5,124056462,124057134,673,NA,purple,NA
chr5,124627830,124628475,646,NA,NA,NA
chr5,124735033,124735698,666,NA,NA,blue
chr5,126449528,126450273,746,NA,purple,NA
chr5,126775771,126776002,232,NA,NA,blue
chr5,126868700,126869722,1023,NA,NA,NA
chr5,132464443,132465107,665,NA,NA,NA
chr5,134070712,134071014,303,NA,NA,NA
chr5,134436592,134436977,386,green,NA,blue
chr5,135225892,135226552,661,NA,NA,NA
chr5,135359285,135361287,2003,NA,purple,NA
chr5,135378008,135379093,1086,green,purple,NA
chr5,135394829,135397271,2443,NA,NA,NA
chr5,135399964,135400628,665,NA,NA,blue
chr5,138457975,138458644,670,green,NA,NA
chr5,139274478,139275044,567,NA,NA,blue
chr5,139295490,139296051,562,green,NA,blue
chr5,139388826,139389176,351,NA,NA,NA
chr5,139389377,139390286,910,NA,NA,blue
chr5,139543339,139543786,448,NA,NA,NA
chr5,139638043,139638813,771,green,purple,NA
chr5,139647439,139647798,360,green,NA,blue
chr5,139658899,139659969,1071,green,purple,NA
chr5,139667833,139669229,1397,NA,purple,NA
chr5,139689517,139690744,1228,NA,NA,NA
chr5,139711875,139712288,414,NA,NA,NA
chr5,141512292,141514393,2102,NA,purple,NA
chr5,142426186,142426680,495,NA,NA,NA
chr5,143812206,143812722,517,NA,NA,blue
chr5,145855932,145857028,1097,NA,NA,NA
chr5,149299299,149300026,728,NA,NA,NA
chr5,149422466,149423297,832,green,NA,NA
chr5,149549062,149549815,754,NA,NA,NA
chr5,150781696,150783095,1400,NA,NA,NA
chr5,151063512,151064000,489,NA,purple,NA
chr5,151085806,151087577,1772,NA,purple,NA
chr5,151155628,151156609,982,green,NA,NA
chr5,154202435,154203122,688,NA,NA,NA
chr5,154309759,154310233,475,NA,NA,NA
chr5,154385086,154385567,482,NA,NA,NA
chr5,154603793,154604556,764,NA,NA,NA
chr5,154646691,154648056,1366,green,NA,NA
chr5,154813586,154814071,486,NA,purple,NA
chr5,159310336,159311233,898,green,NA,blue
chr5,160271349,160272213,865,NA,NA,NA
chr5,160469119,160470567,1449,NA,NA,NA
chr5,168086082,168086710,629,NA,NA,NA
chr5,170267743,170268479,737,green,purple,NA
chr5,170388767,170389788,1022,NA,NA,blue
chr5,171450409,171450972,564,NA,NA,NA
chr5,171494454,171495252,799,green,NA,NA
chr5,171806962,171807425,464,NA,NA,NA
chr5,172110228,172110968,741,green,purple,NA
chr5,172178047,172179027,981,NA,NA,NA
chr5,172184993,172185409,417,NA,NA,NA
chr5,172658724,172660497,1774,NA,NA,blue
chr5,172844861,172845427,567,green,purple,NA
chr5,172932339,172932849,511,NA,NA,NA
chr5,172943229,172943546,318,NA,NA,NA
chr5,173028932,173030022,1091,NA,purple,NA
chr5,176530135,176531809,1675,NA,purple,NA
chr5,177116731,177117226,496,green,NA,NA
chr5,177304519,177304769,251,green,NA,blue
chr5,177327721,177328277,557,green,NA,NA
chr5,177331876,177332680,805,green,NA,NA
chr5,177362165,177363696,1532,green,NA,NA
chr5,177382617,177383052,436,green,NA,NA
chr5,177404828,177405068,241,green,NA,NA
chr5,177431957,177432278,322,NA,purple,NA
chr5,177445655,177446146,492,NA,NA,blue
chr5,177507557,177508841,1285,NA,NA,NA
chr5,177607451,177607963,513,NA,NA,NA
chr5,177939735,177940142,408,NA,NA,blue
chr5,178240149,178240527,379,green,purple,NA
chr5,178940536,178941666,1131,NA,NA,blue
chr5,179529829,179530064,236,NA,purple,NA
chr5,179795288,179795798,511,green,NA,NA
chr5,179796722,179797002,281,green,purple,NA
chr5,180786578,180787409,832,green,purple,NA
chr5,181187339,181188103,765,green,NA,NA
chr6,225159,225727,569,NA,NA,NA
chr6,379372,379704,333,NA,NA,NA
chr6,1527095,1527431,337,NA,NA,NA
chr6,1554129,1554598,470,green,purple,NA
chr6,2124025,2124758,734,NA,NA,NA
chr6,2127433,2128081,649,NA,purple,NA
chr6,2141386,2142258,873,NA,NA,NA
chr6,2767744,2768862,1119,green,NA,NA
chr6,2769908,2770982,1075,green,NA,NA
chr6,2782628,2783745,1118,green,purple,NA
chr6,2837523,2838872,1350,green,NA,NA
chr6,2857456,2858847,1392,green,NA,NA
chr6,2876300,2876765,466,green,purple,NA
chr6,2908957,2909372,416,green,NA,NA
chr6,2958245,2958801,557,NA,purple,NA
chr6,2990716,2991199,484,green,NA,NA
chr6,4935405,4935890,486,NA,NA,NA
chr6,5030671,5030927,257,NA,NA,NA
chr6,5672186,5672871,686,NA,purple,NA
chr6,5723881,5724392,512,NA,purple,NA
chr6,6694760,6695225,466,green,NA,NA
chr6,6701996,6702295,300,green,NA,NA
chr6,6725171,6725393,223,green,purple,NA
chr6,6811021,6812190,1170,green,purple,NA
chr6,6856549,6856857,309,NA,purple,NA
chr6,6900502,6901040,539,green,NA,NA
chr6,7051058,7051759,702,NA,purple,NA
chr6,7087099,7088533,1435,NA,purple,NA
chr6,7112613,7113268,656,NA,NA,NA
chr6,7136830,7138364,1535,NA,purple,NA
chr6,7261498,7261887,390,green,NA,blue
chr6,7282081,7282557,477,green,purple,NA
chr6,10531429,10532409,981,green,NA,NA
chr6,11381839,11382597,759,NA,NA,blue
chr6,13013119,13013460,342,NA,NA,NA
chr6,13014176,13014502,327,NA,NA,NA
chr6,13419385,13420175,791,NA,NA,NA
chr6,13488149,13488750,602,NA,NA,blue
chr6,13873158,13874343,1186,NA,NA,NA
chr6,14476849,14478073,1225,NA,NA,NA
chr6,14857576,14857850,275,NA,purple,NA
chr6,15017323,15017808,486,NA,NA,NA
chr6,15089021,15090460,1440,NA,purple,blue
chr6,15268362,15269304,943,green,purple,NA
chr6,15400172,15400963,792,NA,purple,NA
chr6,16216346,16217146,801,NA,NA,NA
chr6,20213116,20213616,501,NA,NA,blue
chr6,20411302,20412052,751,green,purple,NA
chr6,21664201,21664976,776,NA,NA,blue
chr6,21722380,21722893,514,NA,NA,NA
chr6,21847079,21847686,608,NA,NA,NA
chr6,24399984,24400795,812,NA,NA,NA
chr6,25027336,25027702,367,NA,NA,NA
chr6,26017103,26018047,945,NA,NA,blue
chr6,26188132,26188661,530,green,NA,NA
chr6,26194798,26196746,1949,green,NA,blue
chr6,26232777,26233599,823,green,NA,blue
chr6,26240063,26240966,904,green,NA,blue
chr6,26270380,26271035,656,NA,NA,blue
chr6,26522063,26522566,504,NA,NA,NA
chr6,27477940,27478510,571,green,purple,NA
chr6,27601994,27602185,192,NA,NA,NA
chr6,27757183,27757936,754,green,purple,NA
chr6,27808711,27809069,359,green,NA,blue
chr6,27814085,27814526,442,green,NA,blue
chr6,27890181,27891440,1260,NA,NA,NA
chr6,27892098,27892481,384,NA,NA,blue
chr6,28090813,28091430,618,green,NA,blue
chr6,28382703,28383980,1278,NA,purple,NA
chr6,30515002,30515890,889,NA,NA,blue
chr6,30679442,30679811,370,NA,NA,NA
chr6,30685630,30685930,301,NA,NA,NA
chr6,30722067,30722615,549,NA,NA,NA
chr6,30730517,30731237,721,NA,NA,NA
chr6,30913687,30914128,442,NA,purple,NA
chr6,31558075,31558498,424,NA,purple,NA
chr6,31575317,31576061,745,NA,NA,blue
chr6,31581703,31582511,809,NA,NA,blue
chr6,31587457,31587894,438,NA,NA,NA
chr6,31723356,31723682,327,NA,NA,blue
chr6,31901244,31901433,190,NA,NA,NA
chr6,32107986,32108815,830,NA,NA,NA
chr6,32153278,32153834,557,NA,NA,blue
chr6,32196774,32197174,401,NA,NA,blue
chr6,32940327,32941746,1420,NA,NA,blue
chr6,33193434,33193812,379,NA,NA,blue
chr6,33277473,33278231,759,NA,NA,NA
chr6,33430900,33431536,637,NA,purple,NA
chr6,33432514,33432805,292,NA,purple,NA
chr6,33433664,33433983,320,NA,NA,NA
chr6,33508995,33509545,551,NA,NA,NA
chr6,33621734,33622150,417,green,purple,NA
chr6,33694301,33694810,510,NA,purple,NA
chr6,33696566,33697636,1071,NA,NA,blue
chr6,33771089,33771958,870,green,NA,NA
chr6,34235239,34236451,1213,green,NA,blue
chr6,34934608,34935569,962,green,NA,NA
chr6,35140539,35141521,983,NA,NA,NA
chr6,35496249,35496465,217,green,NA,NA
chr6,35730980,35731350,371,NA,NA,NA
chr6,36023907,36024914,1008,green,NA,blue
chr6,36030188,36030681,494,green,NA,NA
chr6,36333820,36334423,604,NA,NA,NA
chr6,36388097,36388467,371,NA,NA,blue
chr6,36735117,36735754,638,NA,NA,blue
chr6,36769289,36770114,826,green,NA,NA
chr6,36848537,36849426,890,NA,NA,NA
chr6,36906671,36908263,1593,NA,NA,NA
chr6,37050617,37051008,392,green,purple,NA
chr6,37619011,37619469,459,NA,NA,NA
chr6,37782966,37783672,707,green,NA,NA
chr6,39226809,39227522,714,NA,purple,NA
chr6,39342145,39342948,804,NA,NA,NA
chr6,41219157,41219290,134,green,NA,blue
chr6,41545329,41545657,329,NA,NA,blue
chr6,42030683,42031491,809,NA,NA,NA
chr6,42136591,42137091,501,NA,NA,NA
chr6,42450317,42450998,682,NA,NA,NA
chr6,42454019,42454623,605,NA,NA,blue
chr6,42770733,42772049,1317,green,purple,NA
chr6,43116238,43116669,432,NA,NA,NA
chr6,43174085,43174649,565,green,NA,NA
chr6,43307936,43309257,1322,NA,NA,blue
chr6,43668170,43668568,399,green,NA,NA
chr6,44076362,44076987,626,NA,NA,blue
chr6,44128432,44128805,374,green,NA,blue
chr6,44218417,44219232,816,NA,NA,blue
chr6,44256233,44256667,435,NA,NA,blue
chr6,46014457,46014856,400,NA,purple,NA
chr6,52307055,52307562,508,green,purple,NA
chr6,52504747,52505211,465,NA,NA,NA
